rating,name,elite,reviewer_location,n_friends,n_reviews,n_photos,review_photos,date,updated,text,n_useful,n_funny,n_cool,business_location
5,Kristina M.,True,"San Diego, CA",175,414,888,0,10/9/2019,False,"Omg! I love this business. You know how you want to stay healthy, but you're traveling and all you see is fast food this, fried that, food that looks at least a day old and super not appetizing?  Farmers Fridge is not that!!!

A nice yummy salad. Crisp and cold. All the fixings just inside. And I can pick the one that works in my diet. Yes please. Put it in my bag, super easy to carry.

I cannot wait for them to expand more!!

Get two. Believe me. You'll be thinking about them for A LONG TIME!!",2,0,2,O'Hare Airport
5,Zeina E.,True,"Chicago, IL",172,226,852,4,3/21/2019,False,"I saw a few of those vending machines around the loop and downtown area, but never had the chance to give it a try. I was walking around Terminal F debating whether I should get a burger or a salad and the minute I spotted the vending machines, I just knew I had to try it, and I am so glad I did.

There are basically two vending machines and ordering stations. You put your order in, swipe your card, and your food is ready. If this is your first time eating here, you can go online and obtain a 50% off coupon. The machines were not fully stocked and there were some few options left, but I had a late night flight, so it makes sense. I had the Buffalo Chicken Wrap and just had to try the Pineapple Coconut Chia Seed Pudding. The portions are excellent if you're try to watch what you eat. You can find all the nutritional information while you order. If you're extremely hungry, and are used to large portions, then Farmer's Fridge is not the right machine for you. Everything tasted fresh, the buffalo chicken wasn't as spicy as I would have wanted it to be, but it still tasted really good. The pudding is my new favorite obsession.

I am really glad I found Farmer's Fridge at ORD. I normally always fly out of this terminal, so I know where I'll be eating before my flight!",1,0,1,O'Hare Airport
4,Stefanie C.,True,"Denver, CO",1048,2378,1404,1,11/4/2018,False,"I love Farmer's Fridge. When I'm tired and hungry at an airport, I really don't want to interact with people. This is the perfect way to obtain a good meal. Plus the colleague I was with raved about it.

It's basically a salad vending machine. The salads come in mason jars, which is super cute. Still a little pricey for airport food. Plus it's really tough to mix the salad and dressing together.

Fortunately I went the Admirals Lounge with my colleague and got plates there. Oh and some wine to go with our dinner. Can't imagine eating this on the plane. It was quite a bit of salad. I got the Greek salad which lived up to my expectations.

I saved the chia seed pudding for the plane, which was a sweet treat to end a healthy meal. I'd definitely order from Farmer's Fridge again. These food vending machines are popular in San Francisco and can be addicting if you're a regular. I'm a fan!",3,1,2,O'Hare Airport
5,Rebekah T.,False,"Peakland, Lynchburg, VA",0,8,7,2,7/18/2020,False,"SO good, healthy, & reasonably priced for the airport. I couldn't find a restaurant with gluten free options & this turned up by my gate. What a nice surprise!
Asian salad",0,0,0,O'Hare Airport
5,Josh B.,True,"Jersey City, NJ",250,1029,2453,3,10/29/2017,False,"While I'm not usually drawn to airport food or salad, the curious existence of Farmer's Fridge demanded a picture. And I thought about how years later I'll be telling someone about how O'Hare Airport has salad vending machines, and how a simple question of ""how was it?"" would create melancholy thoughts. This isn't a mid-century plastic chair or an iPod embedded at MoMa as examples of iconic design. To fully appreciate the salad vending machine, one must consume its wares.

Yelp sentiment leaned toward the protein salad, which was unavailable. There were also recommendations for the Cheater, featuring turkey bacon. I ruled out the highly-rated Southwest for too much green and briefly contemplated the peach offering.

But I decided the shrimp succotash would really raise the stakes, and Farmer's Fridge easily succeeded. Even if not judged by Midwestern airport vending machine standards, the shrimp was fresh and perfectly cooked. The corn and soybeans were capable supporting players.

The only negative is the giant mound of generic lettuce, but this provides a venue for the exemplary yogurt basil dressing. Finally, the crunchy asparagus makes you wonder why it isn't a more common salad ingredient.",4,3,4,O'Hare Airport
3,Annie Z.,True,"Seattle, WA",1484,941,1039,0,10/23/2018,False,"3 stars: no opinion

Looks like a neat concept, all allergens are premade and mixed into the food. Couldn't buy anything :(
Would've been nice if nuts and cheese are wrapped separately",7,2,1,O'Hare Airport
5,Alice L.,False,"Buena Park, CA",717,766,3585,1,9/23/2018,False,"I wish this was available at more airports but have only encountered it at Chicago O'Hare when I had a layover.

It wasn't close to my gate but I made the trek 3 terminals away to find it and grab an early dinner.

Because it was my first visit, I got to use a 50% off code. I ordered the Peach Caprese Salad, Pesto Pasta Salad, Chicken, and Pineapple Coconut Chia Pudding.

The convenient jars made it easy to eat leftovers on the plane and to keep it fresh.

And most importantly, everything was DELICIOUS. Pretty amazing for ""airport food"" and reasonably priced! Please branch out to more states!
Food is so good",4,3,3,O'Hare Airport
4,Christina M.,True,"San Francisco, CA",213,1094,1575,0,8/10/2018,False,"This seems like the only healthy place to eat at in Terminal 1. But surprisingly, it was incredibly delicious. I purchased a salad with watermelon radishes, quinoa, and blueberries in it and the ingredients were fresh and tasty. It was very easy to eat and super portable. At around $10, I thought it was reasonable for airport pricing (and the fact that watermelon radishes were included). I wish there were similar vending machines in other airports.

Only one request: Please offer more vegan-friendly options. Thanks!",10,4,9,O'Hare Airport
5,Christina S.,True,"Chicago, IL",274,669,5944,5,8/27/2017,False,"First to Review
Love the Jars of their Fresh Signature Salads that are located now in refrigerated vending machines at ORD or Chicago's O'Hare Airport...need a quick salad to take on a flight if you are flying in coach...this is your ""go to"" spot and is probably less expensive and an alternative option to paying for ""coach style boxes"" aboard your flight.

There are two vending machines on at Gate K6 and the other at Gate F6.  They are digital with touch screens that show a picture of the product and describe their ingredients for those ordering.  The vending machine includes forks, napkins, and plates to empty your jar of salad on to eat...cool concept..there are also snacks and other options on the machine.

Creative names for their salad...Love ""The Cheater"" salad!

The Cheater Salad=romaine, turkey bacon, hard-boiled egg, white cheddar, corn, carrot, cucumber, grape tomatoes, sunflower seeds & honey mustard dressing.
See all photos from Christina S. for Farmer's Fridge",3,0,3,O'Hare Airport
5,Sarah W.,False,"Knoxville, TN",0,64,17,1,11/12/2019,False,"Crazy to admit, but the food out of this vending machine stands out above several sit down restaurants where I have eaten. Salads are fresh and sandwiches are savory.
I love the "" donate by"" date and the little cardboard bowls.
As an added benefit, I've had great conversations with others while selecting my items. The oatmeal, chia pudding and dark chocolate trail mix are all scrumptious.
Asian chopped salad! Very light dressing. First time to eat beautiful watermelon radishes",0,0,0,O'Hare Airport
4,Mark P.,False,"Saint Louis, MO",321,330,1532,6,3/7/2018,False,"Salad out of a vending machine? Oh yeah!

I had a tight layover in Chicago and only had a few minutes to grab something. Luckily I found Farmer's Fridge near my gate. As a first time user, I was able to enter my phone number and receive a text for 50% off my order. They offer a variety of items such as salads, cauliflower fried rice bowls, pasta bowls, soba noodle bowls, and protein sides such as chicken, tofu and boiled eggs.

I tried the Southwest Salad and added a little side jar of chicken. The salad came with romaine lettuce, black beans, tomatoes, roasted corn, avocado, pickled onions, queso fresco, pepitas and an avocado & lime dressing. I was surprised at how fresh everything was, especially the avocado. And it was easy to carry on the airplane. But best of all, it was tasty. Total cost was about $12, but after 50% off, it was $6.

Fast, fresh & healthy!
See all photos from Mark P. for Farmer's Fridge",4,1,3,O'Hare Airport
5,Shantel U.,False,"Manhattan, NY",0,13,21,4,8/12/2018,False,"This place deserves way more good reviews!!!! When the flight attendants only eat at this place in the airport.. that's how you know it's actually GOOD food.
I love how pure it is - great for all ""diet"" types.
If you aren't ready to commit to a salad... I suggest ordering the *overnight oats*  priced at about $6 , it is perfect for such a unique concept, quality design and ingredients.

Good work Farmers Fridge!!!",1,0,1,O'Hare Airport
5,Jon G.,False,"Glen Carbon, IL",14,29,23,0,12/26/2019,False,"I will never be accused of being a salad fiend, but this was a clutch option as we attempted to survive O'Hare. Lots of options, including add-ons like chicken, white cheddar cubes, and falafel bites. The salads are $9 which was at or better than the little market options strewing the concourses. Added bonus - 50% off entire first order if you sign up for their rewards thingy and they text you a code. My wife said she would easily have this again next time we are in an airport that features it. I tend to agree with her.",0,0,0,O'Hare Airport
5,Victoria T.,True,"Manhattan, New York, NY",22,222,568,3,1/9/2018,False,"These jars are awesome! I don't have to wait in line and I get a full healthy meal. The packaging is really cute too! If you it there, you can recycle the jars in the vendor. It's perfect if you're between flights and actually healthier than most of the other nearby options (even other so called healthy ones). I also like that they give you the calories of the dressing separately so if you're on a calorie count, you have options! Tastes fresh AND if you sign up to be a member (free) then you get 50% off your first member purchase.",2,0,1,O'Hare Airport
4,Keenan A.,True,"Pittsburgh, PA",22,175,228,1,4/17/2018,False,This vending machine serves way better food than any other food choices near the E and f gates.,0,0,2,O'Hare Airport
5,Radom�r S.,False,"Washington, DC",71,2,2,0,12/17/2018,False,"Best healthy option @ ORD, not to mention affordable!

Located by gate F9, across from DD",2,0,1,O'Hare Airport
5,Melissa M.,False,"Rocky Mount, NC",0,20,0,0,11/30/2019,False,Oh yum yum yum! Apple cinnamon oats were just like what I'd make at home - with almond milk too! Everything in the kiosk looked GREAT - amazing salads and bowls in containers that held leftovers nicely. The most health option I have found in an airport. I actually walked an extra mile and 1/2 to use the farmers fridge...,0,0,0,O'Hare Airport
3,Vi N.,True,"Los Angeles, CA",239,77,49,0,10/15/2018,False,"This machine is a little overhype. The salad is 9 dollars and their bowls are around 6.50 with there tiny portion of snack will cost 3.00. So for the portion they are expensive. If you are in a hurry, hungry and want something healthy this is your solution. The food look and taste fresh but who know what they spray it with to make it stay that way. If you can or willing to wait for food then there are better options outside the airport.",2,0,1,O'Hare Airport
5,Shayna W.,False,"Upper Marlboro, MD",1,14,8,0,10/18/2019,False,"Get this!! By far the best option in the airport food scene. I had the harvest salad with apples, sweet potatoes, fennel, craisins, and mixed greens. Fresh and delicious! Conveniently packaged in a peanut butter style jar. The vending machine includes a small tray and utensils for eating on the go. What an Innovative concept.",0,0,0,O'Hare Airport
5,Marsha N.,True,"Middletown, CT",151,411,1223,3,9/19/2017,False,This vending machine was a great choice to buy my lunch from right before my 2 hour flight. I was happy to find a meal-solution that was healthy and fresh as well as had crunchy Thai peanut dressing! I love that it provides a few salad choices as a base and you can buy add-ons like a hard boiled egg or tofu. Such a good innovation! I highly support vending machines like this one. It's located on the K gate-branch of the departures terminal,1,0,2,O'Hare Airport
5,Sofiya T.,False,"Skokie, IL",50,81,8,0,6/21/2018,False,"This review is actually for the new Farmer's Fridge in the O'Hare Plaza office building 2 miles east of the airport. Once they add a page for it on Yelp, I'll move it there but I figure a vending machine is a vending machine.

I absolutely love it. A lot of office buildings in Chicago have Deli Time which kind of sucks and we also have Fooda (a different restaurant each day sets up shop for 2 hours) which is expensive ($10+) and usually unhealthy. The Farmer's Fridge, on the other hand, is ideal if you're trying to stay healthy. The food also tastes really good and fresh. I had the Southwest Quinoa Bowl today and it was very filling and, because I went easy on the dressing, 350 calories. Each vending machine is touch screen and super easy to use, listing all the ingredients and nutritional info when you select a food item.

The food comes in cute little plastic jars that you can either keep or recycle by putting back into the machine. There are also plates and utensils at the side of the machine. Check out their website for all the options they offer and get there early because the meals sell out quickly.

A downside is that it's pretty pricey, but I'm not surprised. They prepare the food and refill the machines fairly often while giving you good portion sizes. That ain't cheap. Overall, I probably won't buy from it every day but I'll definitely make it a weekly (or twice-weekly) treat. Highly recommend!",3,0,1,O'Hare Airport
5,Rolo C.,True,"Miami, FL",432,359,688,0,9/30/2018,False,"When a coworker told me about a salad vending machine, I was very skeptical. Sounded downright unfresh and unappetizing. But I went to see it anyway. I was so wrong! The packaging and presentation is awesome, and the salads are really good. I liked the Thai noodle salad. They restock the machine daily, and the food is likely fresher than that of some restaurants.",0,1,1,O'Hare Airport
5,Jen L.,False,"San Francisco, CA",110,89,7,0,1/20/2018,False,"Seriously the ONLY good thing about Terminal 2.

I had the misfortune of catching a regional flight out of Terminal 2 on United. The connection from Terminal 1 was tight, and I needed to grab lunch. I passed by a handful of the usual suspects--none of which looked particularly appealing, and stumbled across the Farmer's Fridge.

The food looked not only fresh, but nutritious and delicious. On top of that, it was at least $4 cheaper than anything comparable in that dismal terminal. (Can you tell how much I loathe Terminal 2?)

I chose the Crunchy Thai salad, and my 11 year old chose the Kale Caesar. We enjoyed watching the machine do its vending work, picked up a couple of bowls, utensils, and a bag, and headed to the gate.

Yum yum!  Should I find myself having to fly out of Terminal 2 again, knowing Farmer's Fridge is there might actually make me look forward to it!",4,1,2,O'Hare Airport
5,Macy G.,False,"Boston, MA",47,37,11,0,7/30/2019,False,"Coolest idea to put some fresh options into the airports! The Napa salad was delicious. It was fresh and so much yummier than the fried airport options. It was also nice to be able to add proteins, I tried the chicken, and have this a part of the salad as well. If you're in the mood for fresh be sure to try it out!",0,0,0,O'Hare Airport
5,Shannon P.,False,"Bethel Park, PA",74,4,0,0,1/28/2019,False,"After two canceled flights, a 4 hour travel delay and miserable agents, Farmers Fridge was a beacon of light in this travelers long and exhausting day. I had never heard of or seen these machines before but they caught my eye as I was walking past so I decided to stop and take a look. I spent about 10 minutes swiping through all the amazingly delicious looking offerings, easily accessing the nutrition facts to see what would work with my Keto diet. The cauliflower rice bowl was AMAZING and the chia pineapple pudding was the best thing I've eaten in the past month. I will definitely try to find a copycat recipe for that one :). PLEASE come to Pittsburgh and I promise to eat from you everyday! Thank you for the fresh, tasty and healthy options. Can't wait to travel through ORD again!",2,1,2,O'Hare Airport
5,Meredith L.,False,"Orinda, CA",1,37,2,0,7/10/2019,False,"Was intrigued as I was about to board my flight and gave Farmers Fridge a try - best decision! It was absolutely delicious!!! I wish they had one of these in every airport.  I got a Salad, side of chicken and the chia cup. All were fresh, delicious, and left me feeling healthy and much better than any airport / airline food alternative. I would also buy this for lunch when not traveling. Great concept and execution Farmers Fridge team!! Please come to San Francisco and Oakland!!!",0,0,0,O'Hare Airport
5,Janet P.,False,"Huntington Beach, CA",0,7,0,0,1/20/2020,False,"Great food, so fresh and healthy!  So much better than the expensive and unhealthy airport restaurants.  Thanks for the great recommendation Rachel please put some in LAX!",0,0,0,O'Hare Airport
4,Jennette R.,True,"Leadville, CO",66,449,3,0,1/25/2018,False,What a great concept! Although still a little curious about the freshness as there are no packaged on or eat before dates on the jar. Atleast not that one I got. Great price! Super novel! Had to get one to check it out.,2,0,1,O'Hare Airport
5,Mayra M.,True,"Streamwood, IL",123,88,67,0,10/30/2017,False,"We got a farmers fridge at my job a couple of months ago and it has been pretty awesome. The concept in itself was a little unusual at first because cmon who wants to eat salads from some fridge right? I don't know how long they've been there. To my surprise, the team from farmers fridge came in to educate us on how everything works. We sampled some of the salads and they informed ya that salads are fresh and replenished every morning. I have tried the salads and can definitely tell they're fresh and made that same day. Southwest salad is my favorite!",2,2,2,O'Hare Airport
5,T. M.,False,"Columbia, MO",1,50,44,2,2/4/2018,False,"This is a magnificent idea, i wish every airport had it! I frequent the farmers fridge every time I'm in the Chicago airport whether it be for lunch there or to take along with me on the plane. Love the NAPA salad and the fact that I can add additional protein options if I'd like. Always fresh and tasty. Also recommend the chocolate trail mix and chi pudding!",1,0,1,O'Hare Airport
5,Erik E.,False,"Barrington, IL",0,9,0,0,6/8/2019,False,"Absolutely great. Best salads in O'Hare. Always fresh, very reasonable pricing, and much better than the premade salads you find at most of the other restaurants/stands at the airport. There is one in Terminal 3 by gate K6, and another in Terminal 1- made more. Highly recommend!!",0,0,0,O'Hare Airport
5,Christoph V.,False,"Santa Clara, CA",134,52,6,0,12/25/2018,False,Surprisingly good! Was dubious about a salad from a vending machine but the North Napa salad was great. Generous portion and doesn't make you feel awful after eating at the airport like the usual options. Look online for a 50% promo code.,1,0,1,O'Hare Airport
5,S R.,False,"Santa Barbara, CA",0,61,17,0,8/16/2019,False,"WOWZA!!! I stumbled upon this upscale digital vending machine in the unattractive food court and was immediately mesmerized. So were all the patrons around me! Healthy, portable options!! I've never seen such fresh, unique, affordable salad offerings in an airport. I would seek this ""place"" out every time! Selection was easy, the digital screen had beautiful photos and detailed descriptions. I would suggest adding labels on the shelves, it could speed up selection a bit. Everything that was needed to easily pay, carry and eat was included - great use of space. I had the Mediterranean Bowl and didn't even need the dressing., so tasty. Added a side of Seasoned Chicken. Dessert of Pineapple Coconut Chia Pudding, which my son loved. All of that for only $13!! It was easy to eat on the plane and left me feeling satisfied. Please expand to more airports!!",0,0,1,O'Hare Airport
5,DrA Y.,False,"Rolling Meadows, IL",1,107,22,0,10/11/2018,False,I'm addicted to their Greek yogurt with fruit and granola.  It's the best I've ever had and so fresh.  They have farmers fridge by the baggage claim so I grabbed one on my way out.  Thanks for providing healthy and delicious food options at the airport.  Love it!!!,0,1,0,O'Hare Airport
5,Cristina r.,False,"San Diego, CA",1,27,0,0,10/22/2017,False,"Best idea ever   If you want to be healthy and stop eating crappy fast food and heavy restaurant food this is awesome
Finally something I can grab  when we don't have a lot of time between flights",0,0,0,O'Hare Airport
4,Tiana C.,False,"Glen Ellyn, IL",0,55,23,0,11/20/2018,False,"The first time I had it, it was fantastic! This time around the bell pepper tastes a little off. It's still better than the other airport food though. I really love the concept and point system. These really should be in every airport! I just wish they had an airport employee discount lol.",0,0,0,O'Hare Airport
5,Simon K.,False,"San Francisco, CA",2,9,5,0,6/27/2019,False,The Farmers Fridge food was surprisingly good! It's refrigerated in the machine and tastes very fresh. And it's delicious. Machine is easy to use.,0,0,0,O'Hare Airport
5,Julia C.,False,"University, FL",235,1,0,0,3/13/2019,False,"I have always dreamed of having the perfect salad. I searched far and wide. I have dined at some of the most prestigious establishments, but never found the glass slipper of salads... until today. I was causally strolling through the airport, past gate K and the delightful green fridge caught my eye. With beautiful food displayed in the window I couldn't help but stop and gander at the beauty. I sat there and scrolled on it's I-pad like screen till I found the perfect dish. I settled on a Greek salad.  But this was not any Greek salad, it was truly the glass slipper of the salad world and I Cinderella. The fresh, crisp, ingredients greeted my taste buds, and completed a dance in my mouth. I was so consumed in the flavor profile of my salad, that I completely lost track of time. I ended up missing my flight over this salad, but let me tell you 100% worth it!",2,1,0,O'Hare Airport
5,Briana P.,False,"Lihue, HI",142,20,0,0,4/19/2018,False,Was at the airport for a layover and discovered this machine with beautifully displayed salads in a jar. I decided to try them out and loved both the Asian noodle salad and coconut chia pudding. The Asian noodle salad was fresh and flavorful. Chia pudding was surprisingly decadent and delicious. Want to find a copy cat recipe to make the pudding now. I got a 50% off first order coupon so prices were reasonable. I hope these guys will be expanding soon as I would love to see them on the west coast!,1,0,1,O'Hare Airport
3,Howard B.,False,"Madison, WI",7,182,18,0,6/3/2018,False,"Good food. Was it fresh even on Sunday afternoon? Yes. Were the contents good? Yes. However, it was only after I bought my salad that I found out they were out of forks. Nice. It would be much better if they packaged the fork with the jar. Plus where's my receipt?",0,0,0,O'Hare Airport
5,Derek K.,False,"Los Angeles, CA",49,19,0,0,2/19/2019,False,How wonderful this is! We were skeptical that a vending machine could offer such great items. We were at ORD with long layover and were waiting at gate. We were getting hungry and didn't want to walk back to any of the basic restaurants...so we choose a Sesame Cashew Noodle Bowl and Tarragon Chicken Wrap. OMG! they were delicious!!! If we didn't need to fly away I think I would have gone back and purchased every other item in the machine! They truly tasted homemade. PLUS they offered recycling of the packaging which is so cool. I recommend taking the option of a great meal if you ever get the ability to be near one of the machines...you won't be disappointed.,1,1,1,O'Hare Airport
5,Esther G.,False,"Chicago, IL",0,6,0,0,12/4/2017,False,"My flight was late, and delayed on top of that. This was such a welcome sight, as I walked through the terminal-thinking about my empty fridge and wondering decent food I could hope to find on the way home.

I bought several jars- and ate the salmon nicoise on the way home in my Lyft. First real vegetables in days, and I am so grateful.

Everything was delicious and fresh. Salad vending machines are such a bizarre idea, but I support it completely.",2,0,1,O'Hare Airport
5,North Girl M.,False,"Boyne City, MI",5,188,8,0,3/19/2018,False,"Oh baby! The hunt for fresh, reasonably priced food in O'hare is over. This kiosk is ah-mazing and just $8. Thoughtful touches like a sealed jar so it doesn't leak in your backpack, an extra bowl to dump it into and recycled silverware make this worth the haul. But never fear.. there's one in B concourse too",0,0,0,O'Hare Airport
4,Karin R.,False,"Wexford, PA",0,17,0,0,5/17/2019,False,"Excellent fresh food and from a vending machine!  I haven't eaten fast food in 30+ years, so I was hesitant. But I'm glad I tried it!  I will look for this at every airport from now on!  I had a salad with chicken. Pricey but worth it.",0,0,0,O'Hare Airport
5,Danielle T.,False,"Ward Two, Somerville, MA",196,5,0,0,5/28/2019,False,"After a week of feasting on hot dogs, deep dish pizza, and other foods that Chicago had to offer, I was in serious need of eating something at LEAST somewhat healthy. I was walking through the terminal and stumbled upon this vending machine. I normally walk past food in vending machines because I just automatically question freshness and never know when it's been replenished. I was on the verge of being hangry, so after doing some reading about farmers fridge online, i found a 50% coupon on their website. I decided to try after getting the coupon and opted for the Asian chopped salad ($9) and chicken for the salad ($3). So the jar is deceiving and the salad is actually a pretty hefty portion. I had a really difficult time mixing the salad because it was really stuffed into the jar - I pour it in two of the bowls they offer to hold the salad and mix the dressing in (very carefully and deliberately so as not to lose any lettuce leaves). Wow the salad was so surprisingly fresh. The lettuce was super crispy and nothing in the jar was wilted. I was honestly amazed that that was even possible. It was pretty filling for me but I wasn't super hungry. I would probably also buy the chia pudding or almond butter oats if I was feeling particularly ravenous.

I wondered what they did with the extra food they don't sell, and the company donates unsold food that is still fresh to local area pantries (according to their FAQ).

TLDR: if you're looking for something quick, surprisingly fresh and healthy in a sea of fast food, this is the perfect option for you!",0,0,0,O'Hare Airport
5,Jen W.,False,"Portland, OR",46,20,13,0,10/23/2017,False,"Have I died and gone to vending machine heaven?  You've got to be kidding me.  Whoever made this blessing happen deserves big props.  Incredible food that's real and not full of sugar.  Never seen anything so good, quick, easy and fair priced at any airport anywhere.  Please put one at the following airports:  PDX, SEA (terminal c), sfo, oak, dfw, den, SLC, bos.  Thank you Farmer's Fridge!!",2,0,0,O'Hare Airport
5,Samantha D.,False,"Chicago, IL",3,85,51,0,11/11/2018,False,Farmers fridge is a vending machine with a handful of healthy food options. Affordable and delicious. It always tastes fresh as well. I usually get the Cobb salad and it has yet to disappoint me. They also have a variety choices of other salads and sandwiches.,1,0,1,O'Hare Airport
5,J P.,False,"Foster City, CA",0,18,7,0,12/25/2018,False,Had the Almond Butter Oats.. it was delicious.  I think I paid $6 and overall was a good buy..would definitely buy it again.. sandwiches are limited though.,1,0,0,O'Hare Airport
5,Cassandra W.,False,"Austin, TX",2,46,0,0,10/18/2018,False,"My favorite O'Hare place to get food! Really high-quality food - I was skeptical at first but it really is fresh and delicious. The packaging concept is very well thought out, actually much easier to eat on the run the most takeout. And it cost less then comparable things. Hope to see more of this place",1,0,1,O'Hare Airport
5,Katie E.,False,"South St. Paul, MN",1,1,0,0,10/24/2017,False,"Best choice for quick, healthy, and might I add delicious meal at the airport. Registered Dietitian approved!",1,0,0,O'Hare Airport
1,Michael F.,False,"Sylmar, CA",257,150,1,0,10/18/2017,False,"It's just a vending machine! I walked all this way and it was just a vending machine, not a restaurant. Also, not ""breakfast or brunch"". Just salad.",1,0,0,O'Hare Airport
5,Jennifer F.,False,"Rawlins, WY",0,14,1,0,11/27/2017,False,"Great option if you're wondering around Chicago Ohare and you're looking for something quick and healthy. Better than u expected, and hit the spot.",0,0,0,O'Hare Airport
